symbol,field,source,before,after,note,timestamp
21STCENMGM,revenue,yfinance.info,,-168779008,backfilled,2026-07-20T12:15:16
21STCENMGM,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
21STCENMGM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
3BBLACKBIO,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
3BBLACKBIO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
3PLAND,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
3PLAND,ebitda_margin_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
3PLAND,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
3PLAND,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
3PLAND,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
3PLAND,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
5PAISA,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
63MOONS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
A2ZINFRA,return_on_equity_pct,yfinance.info,,17.871,backfilled,2026-07-20T12:15:16
AADHARHFC,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
AARNAV,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
AARNAV,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
AAVAS,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
ABB,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ABCAPITAL,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
ABFRL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ABMINTLLTD,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ABMKNO,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
ABMKNO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ABREL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ACCELYA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ACEINTEG,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ACL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ACSTECH,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
ACSTECH,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ADOR,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
AEQUS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
AHLEAST,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
AHLEAST,return_on_equity_pct,yfinance.info,,-27.479,backfilled,2026-07-20T12:15:16
AIIL,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
AKCAPIT,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
AKCAPIT,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
AKSHAR,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ALBERTDAVD,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ALKYLAMINE,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
ALKYLAMINE,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ALMONDZ,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
ALOKINDS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ALOKINDS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ALPHAGEO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
AMDIND,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
AMIRCHAND,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
ANANDRATHI,total_debt,yfinance.info,,834769984,backfilled,2026-07-20T12:15:16
ANANDRATHI,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ANGELONE,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
ANTGRAPHIC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ANTGRAPHIC,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
APCL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
APEX,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
APTUS,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
AQYLON,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ARCHIES,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ARENTERP,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ARIHANTCAP,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
ARMANFIN,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
AROGRANITE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ARSSBL,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
ARTEMISMED,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
ASHIKA,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
ASHIKA,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
ASHIKA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ASHIMASYN,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ASIANHOTNR,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ASTAR,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
ASTAR,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ASTEC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ATHERENERG,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ATLANTAA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ATLASCYCLE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ATULAUTO,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
AUBANK,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
AUBANK,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
AVONMORE,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
AXISBANK,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
AXITA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
AYE,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
BAIDFIN,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
BAIDFIN,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
BAJAJELEC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BAJAJELEC,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
BAJAJHFL,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
BAJAJST,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
BAJAJST,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BAJFINANCE,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
BALAJITELE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BALKRISHNA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BALKRISHNA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
BALKRISIND,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
BANDHANBNK,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
BANG,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
BANKBARODA,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
BANKINDIA,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
BANSWRAS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
BEEKAY,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
BEEKAY,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
BEEKAY,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BENGALASM,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
BENGALASM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BFUTILITIE,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
BHARATCOAL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
BI,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
BI,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BIGBLOC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BIRLAMONEY,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
BIRLANU,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BIRLAPREC,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
BIRLAPREC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BLBLIMITED,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
BLIL,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
BLIL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
BLIL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BLIL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
BLUEDART,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
BLUSPRING,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BNALTD,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
BNALTD,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BOHRAIND,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BOSCH-HCIL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BPL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
BRNL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
CAMLINFINE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
CANBK,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CANFINHOME,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CAPITALSFB,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CASTROLIND,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
CCHHL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
CELEBRITY,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
CENTRALBK,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CENTRUM,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CENTRUM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
CGCL,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CHEMPLASTS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
CHOICEIN,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CHOLAFIN,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CHOLAHLDNG,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CIEINDIA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
CMPDI,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
CMRGREEN,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
COCKERILL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
COCKERILL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
COMFINTE,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
COMFINTE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
CORONA,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
CPEDU,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
CPEDU,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
CPEDU,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
CREATIVEYE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
CREDITACC,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CRISIL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
CROMPTON,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
CSBBANK,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CUB,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
CURAA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DANGEE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DCXINDIA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DECNGOLD,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
DECNGOLD,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
DECNGOLD,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DELTAMAGNT,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DEVYANI,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DIACABS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
DIAMINESQ,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DICIND,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
DIGITIDE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DISAQ,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
DISAQ,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DNAMEDIA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DNAMEDIA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
DRAGARWQ,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
DRAGARWQ,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
DTIL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
E2E,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
EASEMYTRIP,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELANTAS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELCIDIN,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELCIDIN,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELECTHERM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELECTHERM,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELGIRUBCO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELITECON,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELITECON,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELITECON,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELPROINTL,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELPROINTL,ebitda_margin_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELPROINTL,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
ELPROINTL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
EMBDL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ENERGYDEV,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ENERGYDEV,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ENIL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ENRIN,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ESAFSFB,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ESSARSHPNG,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
ESSARSHPNG,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ESSARSHPNG,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ESTER,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
EXICOM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
FACT,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
FACT,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
FEDDERSHOL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
FEDDERSHOL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
FERMENTA,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
FERMENTA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
FILATEX,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
FIRSTCRY,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
FOSECOIND,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
FOSECOIND,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
FRONTSP,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
FRONTSP,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GALLANTT,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
GALLANTT,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
GANGESSECU,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
GAYAHWS,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
GAYAHWS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GAYAHWS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
GENUSPAPER,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
GIPCL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
GKWLIMITED,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GLOBALVECT,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GMRAIRPORT,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
GNA,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
GNRL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
GNRL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GOACARBON,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GRANDOAK,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
GRANDOAK,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GRAVISSHO,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
GRAVISSHO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GREAVESCOT,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
GREENPANEL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GSLSU,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GTL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
GTLINFRA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
GUJALKALI,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
GUJALKALI,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
GUJRAFFIA,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
GVPTECH,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HALDER,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
HAVISHA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HBESD,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
HBESD,ebitda_margin_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
HBESD,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
HBESD,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
HBESD,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HBESD,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
HCL-INSYS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HCL-INSYS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
HCLTECH,revenue,skipped,,,"currency_flag=USD_REPORTED, would silently reintroduce the USD-scale bug this field was originally blanked to avoid",2026-07-20T12:15:16
HCLTECH,total_debt,skipped,,,"currency_flag=USD_REPORTED, would silently reintroduce the USD-scale bug this field was originally blanked to avoid",2026-07-20T12:15:16
HEADSUP,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HEMIPROP,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
HEMIPROP,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HERANBA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HEXAGON,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
HEXATRADEX,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HGM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HGS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HIKAL,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
HIKAL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HIKAL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
HINDWAREAP,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
HUHTAMAKI,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ICDSLTD,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
ICDSLTD,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
ICDSLTD,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
IDEA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
IDFCFIRSTB,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
IDFCFIRSTB,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
IFCI,revenue,yfinance.info,,-5927199744,backfilled,2026-07-20T12:15:16
IFCI,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
IFCI,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
IGIL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
IITL,revenue,yfinance.info,,-153720992,backfilled,2026-07-20T12:15:16
IITL,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
IITL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
IMPAL,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
IMPAL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
INDBANK,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
INDIACEM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
INDIGO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
INDIGO,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
INDIQUBE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
