symbol,field,source,before,after,note,timestamp
KWIL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo statement missing EBIT,2026-07-20T12:15:16
LAHOTIOV,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
LICHSGFIN,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
LICI,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo statement missing CurrentLiabilities,2026-07-20T12:15:16
LTF,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
M&MFIN,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
MADHAVIPL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
MAHABANK,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
MALUPAPER,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
MANAPPURAM,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
MCCHRLS-B,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
MENNPIS,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
MERCANTILE,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
MFSL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo statement missing CurrentLiabilities,2026-07-20T12:15:16
MTNL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
MUTHOOTFIN,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
NATIONSTD,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
NEAGI,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
NIACL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo statement missing CurrentLiabilities,2026-07-20T12:15:16
NILE,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
NIVABUPA,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo statement missing CurrentLiabilities,2026-07-20T12:15:16
PFC,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
PIONRINV,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
PLATIND,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
PML,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
PNB,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
PNBHOUSING,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
PRAVEG,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
PREMCO,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
PSB,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
QUINT,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
RADAAN,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
RBLBANK,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
RECLTD,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
RRIL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
RSDFIN,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SAPPL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SBICARD,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
SBILIFE,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo statement missing CurrentLiabilities,2026-07-20T12:15:16
SBIN,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
SCANSTL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SECURKLOUD,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
SEIL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SHBAJRG,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SHINDL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SHRIKRISH,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SHRIRAMFIN,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
SIKA,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SINGERIND,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SONAL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SOUTHBANK,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
STARHEALTH,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo statement missing CurrentLiabilities,2026-07-20T12:15:16
STCINDIA,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
SUNDARMFIN,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
SURYALA,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
SURYODAY,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
TAALTECH,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
TARAPUR,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
TATAINVEST,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
TCC,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
TECHNVISN,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
TECILCHEM,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
THAKDEV,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
TMB,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
TNTELE,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
TTML,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
TVVISION,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
UCOBANK,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
UJJIVANSFB,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
UNIONBANK,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
UNITECH,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
UTKARSHBNK,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
VAML,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
VISL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
WELSPLSOL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
WPIL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
YESBANK,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,"Yahoo statement missing CurrentLiabilities, EBIT",2026-07-20T12:15:16
ZENITHSTL,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,non-positive capital employed in latest complete Yahoo period,2026-07-20T12:15:16
ZSARACOM,return_on_capital_employed_pct,yfinance (Yahoo annual stmt),,,Yahoo annual statements unavailable after 3 attempts: Yahoo annual statement unavailable,2026-07-20T12:15:16
3BBLACKBIO,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ABBOTINDIA,promoter_pledge_pct,NSE XBRL,,,NSE XBRL 31-DEC-2018: pledge flag/value not reported,2026-07-20T12:15:16
ABMKNO,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ACSTECH,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
AKCAPIT,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
AMBALALSA,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ARIHANT,promoter_pledge_pct,NSE XBRL,,,NSE XBRL 31-DEC-2021: pledge flag/value not reported,2026-07-20T12:15:16
ASHIKA,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ASTAR,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
BAJAJST,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
BATLIBOI,promoter_pledge_pct,NSE XBRL,,,NSE filing unavailable after 3 attempts: Invalid URL '-': No scheme supplied. Perhaps you meant https://-?,2026-07-20T12:15:16
BAYERCROP,promoter_pledge_pct,NSE XBRL,,,NSE XBRL 31-DEC-2018: pledge flag/value not reported,2026-07-20T12:15:16
BEEKAY,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
BENGALASM,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
BI,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
BIMETAL,promoter_pledge_pct,NSE XBRL,,,NSE filing unavailable after 3 attempts: Invalid URL '-': No scheme supplied. Perhaps you meant https://-?,2026-07-20T12:15:16
BIRLAPREC,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
BLIL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
BNALTD,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
COCKERILL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
COMFINTE,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
DECNGOLD,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
DISAQ,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
DRAGARWQ,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ELANTAS,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ELCIDIN,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ELITECON,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ELPROINTL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
FEDDERSHOL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
FERMENTA,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
FIVESTAR,promoter_pledge_pct,NSE XBRL,,0.0,backfilled,2026-07-20T12:15:16
FRONTSP,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
GNRL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
GOODYEAR,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
GRANDOAK,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
GRAUWEIL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
GRAVISSHO,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
HAWKINCOOK,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
HBESD,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
INDPRUD,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
INVPRECQ,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
IWP,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
KAMAHOLD,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
KENNAMET,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
KIRANVYPAR,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
KIRLFER,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
KLBRENG-B,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
KNACK,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
KOTIC,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
KOVAI,promoter_pledge_pct,NSE XBRL,,,NSE filing unavailable after 3 attempts: Invalid URL '-': No scheme supplied. Perhaps you meant https://-?,2026-07-20T12:15:16
KPL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
LAHOTIOV,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
MADHAVIPL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
MAFATIND,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
MAJESAUT,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
MCCHRLS-B,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
MCX,promoter_pledge_pct,NSE XBRL,,,NSE XBRL 31-DEC-2018: pledge flag/value not reported,2026-07-20T12:15:16
MENNPIS,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
MERCANTILE,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
METROGLOBL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
MODIS,promoter_pledge_pct,NSE XBRL,,0.0,backfilled,2026-07-20T12:15:16
NATIONSTD,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
NEAGI,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
NILE,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
NIRLON,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
NITTAGELA,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
NOVARTIND,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
OMPOWER,promoter_pledge_pct,NSE XBRL,,0.0,backfilled,2026-07-20T12:15:16
PIONRINV,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
PML,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
PRAVEG,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
PREMCO,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
QUINT,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
RAJPALAYAM,promoter_pledge_pct,NSE XBRL,,,NSE filing unavailable after 3 attempts: Invalid URL '-': No scheme supplied. Perhaps you meant https://-?,2026-07-20T12:15:16
RRIL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
RSDFIN,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
SAPPL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
SAYAJIHOTL,promoter_pledge_pct,NSE XBRL,,,NSE filing unavailable after 3 attempts: Invalid URL '-': No scheme supplied. Perhaps you meant https://-?,2026-07-20T12:15:16
SCANSTL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
SEIL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
SHARDUL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
SHBAJRG,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
SHINDL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
SHRIKRISH,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
SICAGEN,promoter_pledge_pct,NSE XBRL,,,NSE XBRL 30-JUN-2021: pledge flag/value not reported,2026-07-20T12:15:16
SIKA,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
SONAL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
SURYALA,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
TAALTECH,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
TECHNVISN,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
THAKDEV,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
TIMEX,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
TRANSPEK,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ULTRAMAR,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
WELSPLSOL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
WPIL,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ZFSTEERING,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
ZSARACOM,promoter_pledge_pct,NSE XBRL,,,NSE has no current shareholding XBRL,2026-07-20T12:15:16
